R,G,B,stdR,stdG,stdB,acc1,acc2,acc3,acc4,acc5,credit,watchthisinstagood,instagood,2instagood,instagood10k,yay,nay,suggested,like,photos,love,empty,soir,bdteam
102.465,99.5049169922,96.2670532227,61.5371696032,65.6710144501,72.1786945283,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.366484375,147.265854492,180.24387207,68.1778275016,69.8260546663,73.0809749888,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86.2302050781,107.146477051,152.785727539,62.0132069851,67.4859352176,81.9935168003,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94.3058691406,100.535917969,99.0202856445,53.5114355452,61.5122027555,67.1958551209,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.7946728516,101.003439941,83.2474633789,31.447441177,56.7574742581,48.0022873871,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.655065918,150.569331055,125.613894043,66.1256148252,68.0374815046,78.4774838443,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123.939946289,92.1392651367,71.8575634766,63.4560525288,57.6288367016,76.0080515557,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.048979492,106.915002441,84.5318334961,55.2204507151,68.8270943064,51.9610403022,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.8725463867,73.0509204102,121.337788086,47.4180085245,48.0839864539,78.2993623993,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143.165541992,142.034157715,137.606694336,53.6889903856,51.2574550861,64.4245379642,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106.199255371,117.151716309,150.299416504,50.2312490953,60.4474310144,66.1904713808,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.863186035,197.374362793,199.567275391,53.0081477763,53.114027281,53.6007946846,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164.370786133,142.986743164,146.442731934,66.210139933,64.6364747432,73.9786472615,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152.249221191,135.564570312,127.310556641,48.9059734979,56.103713431,75.9691629583,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134.75144043,144.640219727,161.589458008,67.6107500393,62.6349568444,66.2835138934,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145.611287548,79.3979938539,62.9837988011,44.4164818617,41.9462895501,44.119755878,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87.0961962891,94.3553833008,108.319882812,68.2055777708,63.9962418717,62.598162477,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.774580078,137.805068359,113.164736328,77.0354498812,79.7200370443,83.9378696278,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.557993164,189.12480957,186.555576172,56.7263471244,53.6445467063,52.3162985587,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.6904711914,48.8152539062,76.1647973633,23.1139586188,33.8010525292,55.9965407042,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.113850098,106.18380127,113.198449707,85.4204557888,78.7098642688,79.4259959832,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.0084228516,86.526574707,121.198486328,52.3046436226,61.3314105556,80.1108535109,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.097182617,115.16744873,109.842021484,66.4788598908,65.6580883881,65.1719549704,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89.7300415039,91.5430273437,91.0353222656,59.1206801396,61.8548913759,70.2148784285,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48.2826000977,85.3756103516,177.085915527,25.1782664329,41.7219895848,76.1028566732,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.4359277344,112.604875488,130.771220703,57.4196491169,54.5242840927,78.6563478277,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77.361237793,116.019592285,153.054836426,80.0253567171,73.6499360854,76.8269667221,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.807844238,103.556496582,126.400969238,46.681792055,49.1739869515,68.0476813424,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72.0568823242,70.949465332,65.3156298828,64.8636044848,61.5837068285,58.2247123712,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81.444309082,85.1641699219,141.78347168,26.9243437653,32.3273129489,65.6056192011,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115.682282715,112.762932129,107.270615234,89.9961056317,84.4373288737,94.3207676328,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69.2691626204,78.7416790665,113.877383703,47.788031457,54.4714831645,68.3196949613,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68.3786450195,62.1764624023,68.9431933594,43.5524154903,42.1282263715,58.7915133464,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
75.4624755859,71.930234375,81.6308959961,58.5420007989,61.139450346,64.0717420165,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.55671875,142.424934082,135.632121582,72.7770271409,70.4436245734,69.4190309311,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.1241210938,119.899887695,142.646201172,45.7291424258,64.797817783,72.2748343606,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.59128418,170.128564453,185.858449707,61.6573108532,54.6273847224,50.5807645776,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.7661621094,76.4437451172,97.3648583984,68.5075628275,68.0036476463,85.5366122464,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.261472168,57.1627148438,101.396257324,54.9540635048,40.6920607977,87.8662183287,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.5321850586,54.6658691406,101.646835938,31.9138234655,50.264750557,82.6621184811,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47.2869165039,50.2520385742,75.6069018555,23.7717134647,38.2079344429,75.5951590319,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.247390137,122.679362793,132.254619141,82.6847172551,76.9597482041,70.9314150622,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9251074219,105.392443848,122.260087891,71.1887967088,75.6267844187,80.1079605138,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125.381838379,95.1115258789,113.439023437,78.7503304044,62.8333560366,73.7873444422,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71.5028222656,71.6808789063,90.9171044922,39.5551759592,41.7469795947,63.4194984728,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116.438037109,117.776791992,132.011660156,70.446852047,73.9300729473,77.3231381044,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75.1450756836,59.2528051758,83.382097168,44.2041960967,45.05726373,69.0104867434,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.570085449,119.306276855,126.724941406,81.2790535203,75.8165780775,83.3729318404,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.4099853516,48.968684082,57.9967578125,41.8554182049,39.0043660326,51.0466454238,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.6129614258,55.9484887695,56.1394042969,55.9594143829,49.8938640157,55.0443220743,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164.961035156,171.841191406,175.750876465,66.6650762243,72.1385777105,88.5378087298,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.052712402,134.757834473,141.792646484,66.0313559823,59.6532067379,57.2796900584,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.6779077148,106.850119629,128.125119629,61.8099535324,57.237424112,79.1125134664,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76.1608813477,87.7053637695,79.2267602539,65.9821721343,69.06624098,65.6280042705,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0000195313,102.659331055,111.318464355,67.4705298442,70.5280914871,74.3331075157,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.319641113,161.384985352,159.759143066,66.1279332036,65.6261250212,60.5892788863,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.6190405273,73.0852758789,80.195012207,42.9195210523,51.6942694233,73.0115333959,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0132055664,73.5703393555,71.6380737305,53.4885840344,52.7071528685,53.7205865024,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.800324707,70.6365356445,130.358776855,43.5343771915,48.188028487,62.8381544109,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147.22026123,143.570161133,118.664089355,65.8980653193,64.1863941016,54.6947352667,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.5492260742,55.3529223633,59.5445703125,45.4524532504,43.2850135323,44.4672160862,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.800458984,131.933395996,155.41416748,66.6179304321,67.7629173927,66.9149736399,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.6342236328,75.7928100586,123.138967285,37.9266059399,45.9914610744,69.0624054871,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132.784343262,145.871767578,171.673203125,70.4706429796,68.3381339628,60.3716580475,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.2286010742,132.193151855,128.025075684,74.3654647239,72.2311108761,72.4745173334,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.336386719,102.322250977,95.387487793,44.6785494558,45.5556693591,46.3238418887,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178.46291748,186.518813477,187.836254883,67.3259255115,56.3036174369,48.5353426522,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.909528809,110.752595215,113.418254395,74.5601006531,67.7362487079,59.1776289228,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.352495117,126.233383789,178.432443848,54.4032303255,66.2337413332,83.7065520266,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.884047852,121.455380859,140.450319824,41.6614247703,56.1066544292,78.4314341694,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134.804748535,115.477299805,104.745356445,76.919054732,67.6199008326,60.8823314407,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.7330908203,53.2648535156,53.3357666016,46.7140605895,46.868046558,48.5373150493,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.497753906,196.426616211,197.763188477,63.6759656265,63.6676829569,59.4495421834,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.1376855469,94.8519677734,99.1887060547,30.8825808746,32.381760282,35.740720706,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.8987451172,81.5654956055,87.3004492188,49.1802508793,47.3860401299,53.5462389515,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.654284668,80.5864770508,90.8278979492,76.9803264104,74.3154643033,73.1326642453,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0941577148,89.1534594727,138.500234375,35.5503089557,44.6653998837,68.0176655157,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171.113486328,174.988879395,179.651611328,64.007632119,64.1708595447,64.7439784569,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.1203027344,92.7720629883,89.8026489258,59.9755722157,54.7723210982,47.5951975251,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.6225537109,85.7348950195,121.355463867,56.2947823484,63.4139817097,79.6846356282,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106.141342773,84.2956103516,12.109543457,56.500146724,60.2497111011,19.422134696,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158.723969727,163.582370605,166.469306641,80.3645563823,73.2793938147,72.7933691023,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.011689453,112.744494629,110.427922363,74.0083450813,61.0840855744,61.5929851957,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.075783691,106.139018555,203.076547852,34.3505278869,45.3115573718,47.7803222482,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119.287695313,127.284172363,130.443754883,74.4139246223,72.0269769982,71.07897996,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.4990917969,75.0732885742,92.2079541016,56.1264186656,49.3856742554,44.7395970059,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.1743823242,74.9806958008,103.015410156,32.605280551,85.8184394334,100.489203555,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.424648437,132.683552246,126.421196289,68.0508546187,61.2999855426,57.4111305503,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.694042969,175.959489746,186.876062012,61.5194445225,65.4321144291,71.3070305488,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71.4137768555,84.6405957031,104.314313965,77.184415248,79.2302160306,84.6935292664,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72.3228588867,77.9527172852,118.241730957,30.4392325439,42.0585559326,76.3006696158,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147.424648437,132.683552246,126.421196289,68.0508546187,61.2999855426,57.4111305503,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.9283056641,69.5377954102,98.2776025391,29.3294749716,37.0687893486,76.7945404802,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104.418325195,113.130246582,118.757573242,86.5296208661,78.6869843124,77.5197226276,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.9579931641,78.1279101562,80.1854516602,53.8515124091,53.7006788278,58.8558173514,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167.275358887,165.257416992,170.26682373,70.5089536455,66.5113219198,66.2450898749,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86.5100610352,84.5989208984,98.3051220703,58.985605048,55.2860295931,70.7791762675,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138.250476074,131.452487793,67.6008105469,49.363959095,53.3341429491,65.6308460069,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108.164758301,121.782941895,149.78177002,78.2640102069,82.1692469782,90.4456148106,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103.356779785,111.34769043,105.298911133,77.3452188351,71.570404415,75.3768783632,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158.502810059,152.47880127,120.954785156,61.1077598779,61.4159263196,86.0165426072,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.9452197266,80.8469580078,79.4877294922,68.4367093426,67.8886929459,67.3191204658,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118.734025879,117.326235352,104.261674805,76.901730823,66.2082221323,58.3829556855,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.4338818359,106.395046387,107.325239258,65.0146451986,65.9135866395,65.6499224305,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.1267895508,81.9403222656,73.9047924805,57.6186341225,59.702055883,54.7186950803,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.986547852,114.982512207,60.2730126953,39.4154503249,40.5557240384,43.3195166485,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.340039063,224.277595215,234.91807373,67.0219773481,56.2756443625,41.9846419035,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119.157365723,121.845588379,129.694362793,76.631213994,75.4223098076,84.926512445,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.2908081055,69.9251977539,64.9906787109,60.4667918649,61.2712870203,63.3640859918,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.934501953,150.806262207,137.195175781,66.3622645654,67.5968746919,70.1197164214,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.7113647461,86.7452563477,176.416630859,34.9745377212,64.4084759039,97.623834634,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.701882324,133.414777832,136.413227539,80.4513191702,78.0025320282,76.4312360081,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123.308139648,130.201132812,134.431921387,82.7735365069,81.4175352943,87.3562637171,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.9715991211,90.4369506836,79.2728491211,66.5641137314,65.1614456065,63.7485326052,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.254243164,124.920395508,152.614204102,44.3517171431,50.1149870283,71.9051548116,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.915197754,137.973881836,155.104489746,81.3927392128,72.1207624505,72.6254529983,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138.948637695,142.337558594,142.776574707,66.8308980135,66.1151612002,64.2435832124,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.028413086,130.487333984,137.591020508,74.5026157542,67.0973110571,65.8801238922,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.814541016,162.003701172,81.0291235352,34.8692760267,37.433322505,50.0787765555,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.284250488,178.23560791,170.127519531,63.5161991825,63.2561269895,72.2023658496,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119.442556152,140.76083252,172.685996094,35.9933804815,38.0232923396,72.2061751424,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.5016503906,81.265300293,80.9620532227,58.4335422892,53.0942218199,48.4829078289,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165.87064209,175.95170166,183.792133789,62.9000546691,59.8193290069,65.258724233,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.630251465,144.750705566,133.779152832,49.8436983482,48.5102292012,48.9066107561,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138.136352539,102.611279297,159.885820313,60.5013606089,51.6839645077,85.3016401634,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.218757324,122.201296387,122.535400391,72.4907397051,72.8738775293,69.1496755498,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.8695117188,122.522021484,145.548081055,51.2499620251,49.8546145429,55.0846281864,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.5650634766,93.6332910156,107.454260254,65.7246683256,63.1244372431,67.6391908535,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77.7807104492,88.0963598633,89.8662109375,63.8223821658,61.4204356581,58.8958576368,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.9946191406,99.8357910156,151.059575195,46.2164473982,56.5583109918,65.90613754,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.9099731445,90.4229516602,101.578085938,76.9530821266,73.8641603265,70.1569669802,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155.437023926,117.775664062,117.273383789,64.1731819689,56.9012146021,72.7895735605,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.8831225586,67.2036914063,88.441081543,27.9858997581,45.0938122514,79.0673406393,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98.6155493164,103.292890625,115.143208008,78.1461346595,73.6374289252,69.0583905329,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.598376465,139.39138916,149.035690918,63.8730092324,64.8143029943,74.2938001998,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.5935205078,64.7933007812,51.3751098633,36.5407276789,36.1288519119,73.1065344815,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.57578125,99.1063647461,101.240617676,67.8864633317,67.0825217121,83.1192894603,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.504199219,117.58166748,157.579838867,61.2116799528,58.8169529594,53.4820399429,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.96935791,98.9000073242,54.7313793945,50.8380068498,42.9942813807,46.007492158,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.130471191,136.12701416,152.234331055,63.1651315519,69.8670143561,70.2913057022,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.3626245117,84.0085473633,87.4309228516,65.1557374459,57.9010446737,55.1969840629,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.6821533203,93.7922436523,105.236853027,61.4426469253,57.9858136013,56.295013645,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
124.071906738,127.003842773,127.063623047,70.1977859214,71.3840196515,80.5375278885,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.3897705078,76.3140209961,84.2133544922,45.4448437244,47.5388551166,67.6385160605,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0054663086,66.6383740234,43.9813671875,33.7575940806,26.6731274987,37.0065172481,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1034765625,100.532177734,150.581506348,44.4331880888,66.0007641538,82.2008803704,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0408544922,73.2797802734,101.226791992,22.103806959,43.526899901,84.7332525221,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.1177685547,85.5621850586,87.1142431641,58.264464638,59.9019689492,68.4304460567,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112.248095703,123.327080078,133.595483398,64.4849888759,46.3622163886,48.8420304611,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.5087255859,83.913034668,126.611435547,53.914882887,75.0650791086,85.965101017,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.144907227,111.797272949,82.88421875,54.4679331366,57.4887474374,80.5262558355,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.8043310547,107.736240234,169.844038086,46.7993870339,48.4851321356,67.4759685745,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.697839355,171.32588623,182.162695313,81.7761557762,73.5725235566,67.7865658571,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.171499023,97.0899194336,87.6551098633,63.2166754804,63.092343138,58.6771380671,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.6694604492,127.448601074,159.568786621,75.606014817,70.7676845082,70.2034108597,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.173105469,115.04904541,143.601101074,64.4624944351,58.9549251342,67.1755814157,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.8584619141,74.2480053711,26.3022583008,25.2918435426,30.8735639006,59.6304863073,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.053342285,116.562717285,108.166088867,72.8434110139,77.9809885318,79.2604786696,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
